"company_name","average_growth_rate"
"Canadian Television Fund","-1.00000000000000000000"
"SBK Pictures","-1.00000000000000000000"
"Mod Producciones","-1.00000000000000000000"
"Volcano Films","-1.00000000000000000000"
"Duplass Brothers Productions","-1.00000000000000000000"
"International Traders","-1.00000000000000000000"
"Scottish Screen","-1.00000000000000000000"
"Mirabai Films","-1.00000000000000000000"
"The Jacobson Company","-1.00000000000000000000"
"The Ink Factory","-1.00000000000000000000"
"Freestyle Releasing","-1.00000000000000000000"
"Crossroads Films","-1.00000000000000000000"
"Strand Releasing","-1.00000000000000000000"
"Capitol Films","-1.00000000000000000000"
"Cappa Productions","-1.00000000000000000000"
"Apaches Entertainment","-1.00000000000000000000"
"KC Medien","-1.00000000000000000000"
"Red Om Films","-1.00000000000000000000"
"Fantastic Films","-1.00000000000000000000"
"Forensic Films","-1.00000000000000000000"
"Animal Kingdom","-1.00000000000000000000"
"Fonds Eurimages du Conseil de l'Europe","-1.00000000000000000000"
"Kintop Pictures","-1.00000000000000000000"
"Weintraub Entertainment Group","-1.00000000000000000000"
"Werc Werk Works","-1.00000000000000000000"
"ANA Media","-1.00000000000000000000"
"Drafthouse Films","-1.00000000000000000000"
"Televisiu00f3 de Catalunya (TV3)","-1.00000000000000000000"
"Telepool","-1.00000000000000000000"
"LD Entertainment","-1.00000000000000000000"
"SNL Studios","-1.00000000000000000000"
"First Generation Films","-1.00000000000000000000"
"Screen Yorkshire","-1.00000000000000000000"
"Le Pacte","-1.00000000000000000000"
"Chum Television","-1.00000000000000000000"
"Tax Credit Finance","-1.00000000000000000000"
"Alliance Entertainment","-1.00000000000000000000"
"Les Productions Artistes Associu00e9s","-1.00000000000000000000"
"Alliance Atlantis Communications","-1.00000000000000000000"
"Malpaso Company","-1.00000000000000000000"
"Les Productions du Tru00e9sor","-1.00000000000000000000"
"Filmanova","-1.00000000000000000000"
"Alberta Film Entertainment","-1.00000000000000000000"
"Daniel Bobker Productions","-1.00000000000000000000"
"ScreenWest","-1.00000000000000000000"
"Disney Channel","-1.00000000000000000000"
"Discovery Films","-1.00000000000000000000"
"XYZ Films","-1.00000000000000000000"
"Pure Flix Entertainment","-1.00000000000000000000"
"Yorktown Productions","-1.00000000000000000000"
"Darius Films","-1.00000000000000000000"
"Film Workshop","-1.00000000000000000000"
"Qwerty Films","-1.00000000000000000000"
"Sweetland Films","-1.00000000000000000000"
"Location Gourmet","-1.00000000000000000000"
"Feature Film Project","-1.00000000000000000000"
"Omnilab Media","-1.00000000000000000000"
"Timnick Films","-1.00000000000000000000"
"Tomboy Films","-1.00000000000000000000"
"Roth-Arnold Productions","-1.00000000000000000000"
"Ru00e9gion Bretagne","-1.00000000000000000000"
"EM Media","-1.00000000000000000000"
"Brillstein-Grey Entertainment","-1.00000000000000000000"
"Hank Levine Film","-1.00000000000000000000"
"Odyssey Entertainment","-1.00000000000000000000"
"Odeon Films","-1.00000000000000000000"
"Samson Films","-1.00000000000000000000"
"Harold Greenberg Fund","-1.00000000000000000000"
"Trilogy Entertainment Group","-1.00000000000000000000"
"Hart-Sharp Entertainment","-1.00000000000000000000"
"Eden Wurmfeld Films","-1.00000000000000000000"
"O Entertainment","-1.00000000000000000000"
"EMI Films","-1.00000000000000000000"
"Haxan Films","-1.00000000000000000000"
"Bristol Bay Productions","-1.00000000000000000000"
"British Film Institute (BFI)","-1.00000000000000000000"
"Nomadic Pictures","-1.00000000000000000000"
"Corner Store Entertainment","-1.00000000000000000000"
"Golan-Globus","-1.00000000000000000000"
"Holly Wiersma Productions","-1.00000000000000000000"
"Hollywood Media Bridge","-1.00000000000000000000"
"British Screen Productions","-1.00000000000000000000"
