"company_name","movie_title","revenue","revenue_quartile"
"NPV Entertainment","Ocean's Eleven","450717150",1
"NPV Entertainment","The Matrix Revolutions","424988211",1
"NPV Entertainment","Miss Congeniality","212000000",1
"NPV Entertainment","Mystic River","156822020",1
"NPV Entertainment","Swordfish","147080413",1
"NPV Entertainment","Training Day","104876233",1
"NPV Entertainment","Don't Say a Word","100020092",2
"NPV Entertainment","Cats & Dogs","93375151",2
"NPV Entertainment","Two Weeks Notice","93354918",2
"NPV Entertainment","Exit Wounds","79958599",2
"NPV Entertainment","Dreamcatcher","75715436",2
"NPV Entertainment","Ghost Ship","68349884",2
"NPV Entertainment","Zoolander","60780981",3
"NPV Entertainment","Analyze That","55003135",3
"NPV Entertainment","Queen of the Damned","45479110",3
"NPV Entertainment","The Majestic","37317558",3
"NPV Entertainment","Red Planet","33463969",3
"NPV Entertainment","Saving Silverman","19351569",3
"NPV Entertainment","The Adventures of Pluto Nash","7103973",4
"NPV Entertainment","Gossip","5108820",4
"NPV Entertainment","Envy","0",4
"NPV Entertainment","Eight Legged Freaks","0",4
"NPV Entertainment","Valentine","0",4
"NPV Entertainment","See Spot Run","0",4
"ntc","Rejsen til Saturn","0",1
"Nu-Image Films","Righteous Kill","73174566",1
"Nu Boyana Film Studios","London Has Fallen","205754447",1
"Nu Boyana Viburno","Autómata","0",1
"Nu Image / Millennium Films","Envy","0",1
"Nu Image Entertainment","88 Minutes","16930884",1
"Nu Image Entertainment GmbH","16 Blocks","65664721",1
"Nu Image Entertainment GmbH","The Mechanic","51070807",2
"Nu Image Entertainment GmbH","The Black Dahlia","49111202",3
"Nu Image Films","The Expendables 2","312573423",1
"Nu Image Films","The Expendables 3","206172544",1
"Nu Image Films","Olympus Has Fallen","161025640",1
"Nu Image Films","Texas Chainsaw 3D","47241945",2
"Nu Image Films","Brooklyn's Finest","29536299",2
"Nu Image Films","Drive Angry","28931401",2
"Nu Image Films","The Bad Lieutenant: Port of Call - New Orleans","10589102",3
"Nu Image Films","Stolen","2106557",3
"Nu Image Films","Trust","120000",3
"Nu Image Films","Straight A's","0",4
"Nu Image Films","Train","0",4
"Nu Image Films","Survivor","0",4
"NuAmerica Entertainment","Honey","62646763",1
"Numb Gums Production Inc.","Novocaine","2025238",1
"Number 9 Films","How to Lose Friends & Alienate People","17286299",1
"Number 9 Films","And When Did You Last See Your Father?","92",2
"Number 9 Films","Made in Dagenham","0",3
"Nunez-Gowan","Ulee's Gold","0",1
"Nutcracker Holdings","The Nutcracker: The Untold Story","16178959",1
"Nuyorican Productions","The Boy Next Door","52425855",1
"Nvizible","Grabbers","0",1
"NVSH Productions","Red State","1104682",1
"nWave Pictures","The House of Magic","0",1
"nWave Pictures","Sammy's avonturen: De geheime doorgang","0",2
"O' Salvation","Spring Breakers","31724284",1
"O'Connor Brothers","Pride and Glory","31148328",1
"O Entertainment","Ace Ventura: When Nature Calls","212385533",1
"O Entertainment","Kung Pow: Enter the Fist","0",2
"O.N.C. Entertainment","Joyful Noise","0",1
"O2 Filmes","Cidade de Deus","30641770",1
"O2 Filmes","Blindness","19844979",2
"O2 Filmes","Trash","0",3
"Oak Productions","Last Action Hero","137298489",1
"Oasis Films","The Prince","266586800",1
"Obelisk Productions","The Monuments Men","154984035",1
"OC Film","Flammen & Citronen","0",1
"Occupant Entertainment","The Wackness","2899975",1
"Occupant Films","All the Boys Love Mandy Lane","0",1
"Ocean Films","Per un pugno di dollari","14500000",1
"Ocean Pictures","Year One","62357900",1
"Oceana Media Finance","The Greatest","0",1
"Octagon Films","Leap Year","29922472",1
"Octagon Films","Ondine","1644755",2
"Octagon Films","A Shine of Rainbows","0",3
"October Films","Session 9","373967",1
"October Films","Sugar Town","0",2
"October Films","The Muse","0",3
"October Films","Safe Men","0",4
"October Pictures","Lara Croft Tomb Raider: The Cradle of Life","156505388",1
"Od Shots","Grace of Monaco","0",1
"Odd Lot Entertainment","Ender's Game","125537191",1
"Odd Lot Entertainment","Drive","78054825",1
"Odd Lot Entertainment","The Spirit","39031337",2
"Odd Lot Entertainment","The Way Way Back","23198652",3
"Odd Lot Entertainment","Rosewater","0",4
"OddLot Entertainment","Mortdecai","30418560",1
"Odeon Films","Cube","501818",1
"Odeon Films","Spider","0",2
"Odessa Films","The Statement","0",1
"Odin","Mission: Impossible - Rogue Nation","682330139",1
"Odyssey","Happily N'Ever After","38085778",1
"Odyssey Entertainment","The Phantom of the Opera","154648887",1
"Odyssey Entertainment","Space Chimps","63800345",2
"Odyssey Entertainment","Easy Virtue","0",3
"Odyssey Media","Drive Hard","0",1
"Odyssey Media","Pound of Flesh","0",2
"Off Color Films","Night of the Living Dead","30000000",1
"Off Hollywood Pictures","Stake Land","33245",1
"Off Hollywood Pictures","Rockaway","0",2
"Office Kitano","Brother","15250000",1
"Offspring Entertainment","Step Up 2: The Streets","150816700",1
"Offspring Entertainment","17 Again","136267476",1
"Offspring Entertainment","Step Up","114194847",2
"Offspring Entertainment","Hairspray","90450008",2
"Offspring Entertainment","Premonition","84146832",3
"Offspring Entertainment","Rock of Ages","59418613",3
"Offspring Entertainment","Going the Distance","42045846",4
"OG Project","Fruitvale Station","17385830",1
"Ognon Pictures","Manderlay","674918",1
"Oil Flick Films No.2","The Wind That Shakes the Barley","22889018",1
"OLC / Rights Entertainment","The World's Fastest Indian","0",1
"Old Bull Pictures","A Most Violent Year","12007070",1
"Oleandor Productions","White Oleander","0",1
"Olive Bridge Entertainment","Friends with Benefits","150483765",1
"Olive Bridge Entertainment","Annie","133821816",2
"Olive Bridge Entertainment","Easy A","74952305",3
"Olive Bridge Entertainment","About Last Night","49002684",4
"Ollin Studio","Chappie","104399548",1
"Olsen Levy","Rabbit-Proof Fence","0",1
"Olympus Pictures","Beginners","5332926",1
"Olympus Pictures","Rabbit Hole","5129058",2
"Olympus Pictures","Adam","2277396",3
"Ombra Films","The Shallows","119100758",1
"Ombra Films","Eden","0",2
"Omnilab Media","The Bank Job","64822796",1
"Omnilab Media","Killer Elite","57777106",2
"Omnilab Media","The Loved Ones","0",3
"On Entertainment","The Little Prince","97571250",1
"On My Own","Miracle at St. Anna","9323833",1
"Onda Entertainment","Savages","82966152",1
"One Media, The","Bella","0",1
"One Race Films","Furious 7","1506249360",1
"One Race Films","The Last Witch Hunter","146936910",2
"One Race Films","The Chronicles of Riddick","115772733",3
"One Race Productions","Fast Five","626137675",1
"One Race Productions","Riddick","98337295",2
"One Way Productions","Inchon","5200000",1
"One World Films","Loin des hommes","0",1
"ONO","Blackthorn","623528",1
"Ontario Film and Television Tax Credit (OFTTC)","How She Move","0",1
"Ontario Film and Television Tax Credit (OFTTC)","Owning Mahowny","0",2
"Ontario Film Development Corporation","My Big Fat Greek Wedding","368744044",1
"Ontario Film Development Corporation","Cube","501818",2
"Ontario Media Development Corporation (OMDC)","Whiteout","12206028",1
"Ontario Media Development Corporation (OMDC)","Beat the World","0",2
"Ontario Media Development Corporation (OMDC)","How She Move","0",3
"Onyx Films","The Little Prince","97571250",1
"Onyx Films","Renaissance","1831348",2
"Oops Doughnuts Productions","You Again","32005248",1
"Open City Films","Awake","14373825",1
"Open Road Films","The Grey","77278331",1
"Open Road Films","Side Effects","63372757",1
"Open Road Films","The Host","63327201",1
"Open Road Films","A Haunted House","60141683",2
"Open Road Films","Killer Elite","57777106",2
"Open Road Films","Homefront","43058898",2
"Open Road Films","Sabotage","17508518",3
"Open Road Films","Machete Kills","15008161",3
"Open Road Films","The Nut Job","0",4
"Open Road Films","A Haunted House 2","0",4
"Open Road Films (II)","Fifty Shades of Black","21164799",1
"Opperman Viner Chrystyn Entertainment","Hachi: A Dog's Tale","47801389",1
"Optional Pictures","Flight of the Phoenix","21009180",1
"Opus Film","Ida","10700000",1
"Opus Pictures","Snowpiercer","86758912",1
"Orange Cinu00e9ma Su00e9ries","Micmacs à tire-larigot","14000000",1
"Orange Cinu00e9ma Su00e9ries","Le petit Nicolas","0",2
"Orange Studios","The Little Prince","97571250",1
"Oregon Film Factory","Animal House","141000000",1
"Oren Peli / Brian Witten Pictures","Chernobyl Diaries","18112929",1
"Oriental DreamWorks","Kung Fu Panda 3","521170825",1
"Oriental Light and Magic (OLM)","Pokémon 3: The Movie","68411275",1
"Origen Producciones Cinematograficas S.A.","The Ninth Gate","58401898",1
"Origen Producciones Cinematograficas S.A.","Alatriste","23321954",2
"Origin Pictures","Woman in Gold","61619773",1
"Origin Pictures","Mandela: Long Walk to Freedom","27330000",2
"Origin Pictures","The Awakening","209696",3
"Origin Systems Inc.","Wing Commander","0",1
"Original Film","Furious 7","1506249360",1
"Original Film","Fast Five","626137675",1
"Original Film","I Am Legend","585349010",1
"Original Film","xXx","277448382",1
"Original Film","Click","237681299",1
"Original Film","2 Fast 2 Furious","236350661",1
"Original Film","The Green Hornet","227817248",1
"Original Film","The Fast and the Furious","207283925",1
"Original Film","Battle: Los Angeles","202466756",2
"Original Film","21 Jump Street","201585328",2
"Original Film","Jack the Giant Slayer","197687603",2
"Original Film","22 Jump Street","188441614",2
"Original Film","Evan Almighty","173000000",2
"Original Film","Goosebumps","158162788",2
"Original Film","Vantage Point","151161491",2
"Original Film","The Bounty Hunter","136000000",2
"Original Film","S.W.A.T.","116643346",3
"Original Film","Made of Honor","84601681",3
"Original Film","Stealth","76932943",3
"Original Film","The Change-Up","75450437",3
"Original Film","Urban Legend","72527595",3
"Original Film","xXx: State of the Union","71073932",3
"Original Film","Not Another Teen Movie","66468332",3
"Original Film","R.I.P.D.","61648500",4
"Original Film","Out of Time","55495563",4
"Original Film","Torque","46546197",4
"Original Film","Urban Legends: Final Cut","38574362",4
"Original Film","The Skulls","35007180",4
"Original Film","The Glass House","23619609",4
"Original Film","Dead Man Down","18074539",4
"Original Media","Half Nelson","4911725",1
"Original Pictures","Showdown in Little Tokyo","2275557",1
"Origo Film Group","A Good Day to Die Hard","304654182",1
"Orion-Nova Productions","12 Angry Men","1000000",1
"Orion Pictures","The Silence of the Lambs","272742922",1
"Orion Pictures","The Addams Family","191502426",1
"Orion Pictures","Platoon","138530565",1
"Orion Pictures","First Blood","125212904",1
"Orion Pictures","The Terminator","78371200",2
"Orion Pictures","Bill & Ted's Excellent Adventure","40485039",2
"Orion Pictures","Caddyshack","39846344",2
"Orion Pictures","The Cotton Club","25928721",2
"Orion Pictures","RoboCop 3","10696210",3
"Orion Pictures","Sphinx","439564",3
"Orion Pictures","Radio Days","0",3
"Orion Pictures","The Hotel New Hampshire","0",3
"Orion Pictures","UHF","0",4
"Orion Pictures","8 Heads in a Duffel Bag","0",4
"Orion Pictures","Malone","0",4
"Orion Pictures","Bill & Ted's Bogus Journey","0",4
"Orly Films","The Ninth Gate","58401898",1
"Orly Films","2046","19271312",2
"Orsay Films","Une femme mariée: Suite de fragments d'un film tourné en 1964","0",1
"Oscilloscope Laboratories","We Need to Talk About Kevin","6038942",1
"Oscilloscope Laboratories","The Messenger","1521261",2
"Oscilloscope Laboratories","Meek's Cutoff","876302",3
"Oscilloscope Laboratories","Wendy and Lucy","0",4
"Osiris Films","Dracula","215862692",1
"Osiris Productions","The Bad Lieutenant: Port of Call - New Orleans","10589102",1
"Ott Medien","Four Christmases","163733697",1
"Our Stories Films","Jumping the Broom","37710610",1
"Out of the Blue... Entertainment","Mr. Deeds","171269535",1
"Out of the Blue... Entertainment","Deuce Bigalow: European Gigolo","22400154",2
"Out of the Blue... Entertainment","Akeelah and the Bee","18948425",3
"Outerbanks Entertainment","Cursed","19294901",1
"Outlaw Productions","The Santa Clause 2","172855065",1
"Outlaw Productions","Sex, Lies, and Videotape","0",2
"Outlaw Productions (I)","Training Day","104876233",1
"Outlaw Productions (I)","Leatherheads","41299492",2
"Outlaw Productions (I)","Mindhunters","21148829",3
"Outlaw Productions (I)","Gossip","5108820",4
"Outlaw Sinema","Last Vegas","134402450",1
"Outlaw Sinema","Seventh Son","114178613",2
"Outlaw Victoria Productions Inc.","Mindhunters","21148829",1
"Outpost Studios","Chloe","8459458",1
"Ovation Entertainment","Eulogy","0",1
"Over Under Media","Dying of the Light","0",1
"Overbrook Entertainment","Hancock","624029371",1
"Overbrook Entertainment","I Am Legend","585349010",1
"Overbrook Entertainment","Hitch","368100420",1
"Overbrook Entertainment","I, Robot","347234916",2
"Overbrook Entertainment","The Pursuit of Happyness","307077295",2
"Overbrook Entertainment","After Earth","243843127",2
"Overbrook Entertainment","Seven Pounds","168167691",3
"Overbrook Entertainment","Annie","133821816",3
"Overbrook Entertainment","The Secret Life of Bees","38105395",4
"Overbrook Entertainment","Lakeview Terrace","27640028",4
"Overbrook Films","This Means War","156974557",1
"Overnight Films","Machete","31327899",1
"Overnight Films","Machete Kills","15008161",2
"Overseas FilmGroup","Illuminata","0",1
"Overture Films","The Crazies","54956140",1
"Overture Films","Let Me In","24145613",2
"Overture Films","Sunshine Cleaning","16174377",3
"Oz Productions Ltd.","Return to Oz","11137801",1
"Ozla Pictures","Shutter","0",1
"Ozla Productions","Return of the Living Dead 3","54207",1
"Ozumi Films","The Chronicles of Narnia: Prince Caspian","419651413",1
"Pacific Data Images (PDI)","Shrek 2","919838758",1
"Pacific Data Images (PDI)","Madagascar","532680671",1
"Pacific Data Images (PDI)","Shrek","484409218",2
"Pacific Data Images (PDI)","Shark Tale","367275019",2
"Pacific Data Images (PDI)","Over the Hedge","343397247",3
"Pacific Data Images (PDI)","Bee Movie","287594577",3
"Pacific Data Images (PDI)","Mr. Peabody & Sherman","272912430",4
"Pacific Data Images (PDI)","Antz","171757863",4
"Pacific Film and Television Commission","Daybreakers","51416464",1
"Pacific Film and Television Commission","The Marine","22165608",1
"Pacific Film and Television Commission","The Proposition","5048693",2
"Pacific Film and Television Commission","The Ruins","0",2
"Pacific Film and Television Commission","Beneath Hill 60","0",3
"Pacific Film and Television Commission","Triangle","0",4
"Pacific Renaissance Pictures Ltd.","Boogeyman","67192859",1
"Pacific Standard","Gone Girl","369330363",1
"Pacific Standard","Wild","52501541",2
"Pacific Standard","Hot Pursuit","51680201",3
"Pacific Title and Art Studio","Blade II","155010032",1
"Pacific Western","Terminator 2: Judgment Day","520000000",1
"Pacific Western","Dante's Peak","178127760",1
"Pacific Western","The Abyss","90000098",2
"Pacific Western","The Terminator","78371200",2
"Pacific Western","Raising Cain","37170057",3
"Pacific Western","The Relic","33956608",3
"Pacific Western","Switchback","6482195",4
"Pacifica Film","Alexander","167298192",1
"Paco Cinematografica","La migliore offerta","19255873",1
"Pain Unlimited GmbH Filmproduktion","Dancer in the Dark","40031879",1
"Pain Unlimited GmbH Filmproduktion","Manderlay","674918",2
"Palace Pictures","The Crying Game","62548947",1
"Palatine u00c9toile 12","Évolution","0",1
"Pale Morning Dun","Waiting for Guffman","0",1
"Palladium Film","Ordet","0",1
"Palladium Productions","Meteor","0",1
"PalmStar Media","Veronika Decides to Die","0",1
"Palo Vista Productions","My Cousin Vinny","64088552",1
"Palomar Pictures (II)","Killer Elite","57777106",1
"Palomar Pictures (II)","Brothers","43318349",2
"Palomar Pictures (II)","K-19: The Widowmaker","35168966",3
"Palomar Pictures International","Shalako","2620000",1
"Palpable Productions","The Blue Butterfly","0",1
"Pam Williams Productions","The Butler","115922175",1
"Pan Nalin Pictures","Ayurveda: Art of Being","2074000",1
"Pana Film","Kurtlar vadisi - Irak","0",1
"Panacea Entertainment","Forsaken","0",1
"Panamax Films","Rockaway","0",1
"Panay Films","Earth to Echo","45300000",1
"Panay Films","Hit & Run","14400000",2
"Panda Productions Inc.","Unknown","130786397",1
"Pandemonium Productions","Dark Water","25473093",1
"Pandora Cinema","Donnie Darko","1270522",1
"Pandora Cinema","Welcome to Collinwood","0",2
"Pandora Cinema","Cypher","0",3
"Pandora Filmproduktion","Le peuple migrateur","20217080",1
"Pandora Filmproduktion","Ayurveda: Art of Being","2074000",1
"Pandora Filmproduktion","Holy Motors","641100",2
"Pandora Filmproduktion","Walking and Talking","0",2
"Pandora Filmproduktion","Ghost Dog: The Way of the Samurai","0",3
"Pandora Filmproduktion","White Oleander","0",4
"Pandora Pictures","A Walk to Remember","41227069",1
"Pandora Pictures","Duma","0",2
"Pangaea","Legends of the Fall","160638883",1
"Panorama Films","Angels & Demons","356613439",1
"Panorama Media","Pride and Prejudice and Zombies","16374328",1
"Pantelion Film","Go for It!","0",1
"Pantelion Films","No se Aceptan Devoluciones","99067206",1
"Pantelion Films","The Vatican Tapes","1784763",2
"Papercut Films","Who Killed the Electric Car?","1678874",1
"Par-Par Productions","Butterfly","0",1
"Parabolic Pictures","Death at a Funeral","46",1
"Paradis Films","2046","19271312",1
"Paradise City","Blue Ruin","258384",1
"Paradise Productions","Eye of the Dolphin","71904",1
"Paradise/MGN","3 Days to Kill","52597999",1
"Paradox Entertainment","The Frozen Ground","5496951",1
"Paragon Entertainment Corp.","Wyatt Earp","25052000",1
"Paragon Films Ltd.","醉拳二","0",1
"Parallel Film Productions","Brooklyn","62076141",1
"Parallel Film Productions","Perrier’s Bounty","0",2
"Parallel Films","Witless Protection","0",1
"Parallel Pictures","Larry the Cable Guy: Health Inspector","0",1
"Parallel Zide","The Final Destination","186167139",1
"Parallel Zide","Final Destination 5","157887643",2
"Paramount","The Ghost and the Darkness","75000000",1
"Paramount","The Lost Weekend","11000000",2
"Paramount Animation","The SpongeBob Movie: Sponge Out of Water","311594032",1
"Paramount Animation","Rango","245724603",1
"Paramount Animation","Beowulf","195735876",1
"Paramount Animation","The SpongeBob SquarePants Movie","140161792",2
"Paramount Animation","The Rugrats Movie","100491683",2
"Paramount Animation","Jimmy Neutron: Boy Genius","80936232",2
"Paramount Animation","Barnyard","72779000",3
"Paramount Animation","Rugrats in Paris: The Movie","103",3
"Paramount Animation","The Wild Thornberrys Movie","0",3
"Paramount Animation","Hey Arnold! The Movie","0",4
"Paramount Animation","Rugrats Go Wild","0",4
"Paramount Classics","An Inconvenient Truth","46243000",1
"Paramount Classics","Black Snake Moan","10903846",2
"Paramount Classics","The Singing Detective","0",3
"Paramount Pictures","Titanic","1845034188",1
"Paramount Pictures","The Avengers","1519557910",1
"Paramount Pictures","Transformers: Dark of the Moon","1123746996",1
"Paramount Pictures","Transformers: Age of Extinction","1091405097",1
"Paramount Pictures","Transformers: Revenge of the Fallen","836297228",1
"Paramount Pictures","Indiana Jones and the Kingdom of the Crystal Skull","786636033",1
"Paramount Pictures","Transformers","709709780",1
"Paramount Pictures","Mission: Impossible - Ghost Protocol","694713380",1
"Paramount Pictures","Mission: Impossible - Rogue Nation","682330139",1
"Paramount Pictures","Forrest Gump","677945399",1
"Paramount Pictures","Interstellar","675120017",1
"Paramount Pictures","War of the Worlds","591739379",1
"Paramount Pictures","Mission: Impossible II","546388105",1
"Paramount Pictures","World War Z","531865000",1
"Paramount Pictures","Ghost","505000000",1
"Paramount Pictures","Saving Private Ryan","481840909",1
"Paramount Pictures","Teenage Mutant Ninja Turtles","477200000",1
"Paramount Pictures","Indiana Jones and the Last Crusade","474171806",1
"Paramount Pictures","Star Trek Into Darkness","467365246",1
"Paramount Pictures","Mission: Impossible","457696359",1
"Paramount Pictures","Terminator Genisys","440603537",1
"Paramount Pictures","Mission: Impossible III","397850012",1
"Paramount Pictures","The Wolf of Wall Street","392000694",1
"Paramount Pictures","Raiders of the Lost Ark","389925971",1
"Paramount Pictures","Star Trek","385680446",1
"Paramount Pictures","What Women Want","374111707",1
"Paramount Pictures","The Adventures of Tintin","371940071",1
"Paramount Pictures","G.I. Joe: Retaliation","371876278",1
"Paramount Pictures","Noah","362637473",1
"Paramount Pictures","Top Gun","356830601",1
"Paramount Pictures","Star Trek Beyond","343471816",1
"Paramount Pictures","The Curious Case of Benjamin Button","333932083",1
"Paramount Pictures","Indiana Jones and the Temple of Doom","333000000",1
"Paramount Pictures","Crocodile Dundee","328203506",1
"Paramount Pictures","Fatal Attraction","320145693",1
"Paramount Pictures","The Last Airbender","318502923",1
"Paramount Pictures","Beverly Hills Cop","316360478",1
"Paramount Pictures","The SpongeBob Movie: Sponge Out of Water","311594032",1
"Paramount Pictures","Little Fockers","310650585",1
"Paramount Pictures","Runaway Bride","309457509",1
"Paramount Pictures","G.I. Joe: The Rise of Cobra","302469017",1
"Paramount Pictures","Beverly Hills Cop II","299965036",1
"Paramount Pictures","Shutter Island","294804195",1
"Paramount Pictures","Lara Croft: Tomb Raider","274703340",1
"Paramount Pictures","The Firm","270248367",1
"Paramount Pictures","The Truman Show","264118201",1
"Paramount Pictures","Super 8","260095987",1
"Paramount Pictures","True Grit","252276927",1
"Paramount Pictures","Rango","245724603",1
"Paramount Pictures","Face/Off","245676146",1
"Paramount Pictures","Teenage Mutant Ninja Turtles: Out of the Shadows","245623848",1
"Paramount Pictures","The Godfather","245066411",1
"Paramount Pictures","Hercules","243400000",1
"Paramount Pictures","Daddy's Home","242786137",1
"Paramount Pictures","Crocodile Dundee II","239606210",1
"Paramount Pictures","Hansel & Gretel: Witch Hunters","224803475",1
"Paramount Pictures","Jack Reacher","218340595",1
"Paramount Pictures","Collateral","217764291",1
"Paramount Pictures","Clear and Present Danger","215887717",1
"Paramount Pictures","Paranormal Activity 3","205703818",1
"Paramount Pictures","Vanilla Sky","203388341",1
"Paramount Pictures","The Hunt for Red October","199200000",1
"Paramount Pictures","Beowulf","195735876",1
"Paramount Pictures","The Sum of All Fears","193000000",1
"Paramount Pictures","The Addams Family","191502426",1
"Paramount Pictures","The Longest Yard","190320568",1
"Paramount Pictures","Hugo","185770160",1
"Paramount Pictures","Watchmen","185258983",1
"Paramount Pictures","Grease","181813770",1
"Paramount Pictures","The Dictator","179379533",1
"Paramount Pictures","Patriot Games","178051587",1
"Paramount Pictures","Double Jeopardy","177841558",1
"Paramount Pictures","Paranormal Activity 2","177512032",2
"Paramount Pictures","How to Lose a Guy in 10 Days","177371441",2
"Paramount Pictures","Anchorman 2: The Legend Continues","173649015",2
"Paramount Pictures","Cloverfield","170764026",2
"Paramount Pictures","Up in the Air","163670000",2
"Paramount Pictures","World Trade Center","162945894",2
"Paramount Pictures","The Spiderwick Chronicles","162839667",2
"Paramount Pictures","Flight","161772375",2
"Paramount Pictures","Payback","161626121",2
"Paramount Pictures","Days of Thunder","157920733",2
"Paramount Pictures","Lara Croft Tomb Raider: The Cradle of Life","156505388",2
"Paramount Pictures","Dreamgirls","154937680",2
"Paramount Pictures","Congo","152022101",2
"Paramount Pictures","Jackass Presents: Bad Grandpa","151831537",2
"Paramount Pictures","Star Trek: First Contact","150000000",2
"Paramount Pictures","The General's Daughter","149705852",2
"Paramount Pictures","Charlotte's Web","144000000",2
"Paramount Pictures","Paranormal Activity 4","142817992",2
"Paramount Pictures","Deep Impact","140464664",2
"Paramount Pictures","The SpongeBob SquarePants Movie","140161792",2
"Paramount Pictures","Star Trek: The Motion Picture","139000000",2
"Paramount Pictures","The Godfather: Part III","136766062",2
"Paramount Pictures","Stardust","135560026",2
"Paramount Pictures","The Big Short","133346506",2
"Paramount Pictures","Star Trek IV: The Voyage Home","133000000",2
"Paramount Pictures","School of Rock","131282949",2
"Paramount Pictures","Mean Girls","129042871",2
"Paramount Pictures","The Talented Mr. Ripley","128798265",2
"Paramount Pictures","Wayne's World","121697323",2
"Paramount Pictures","Star Trek: Generations","120000000",2
"Paramount Pictures","Sahara","119269486",2
"Paramount Pictures","Beverly Hills Cop III","119208989",2
"Paramount Pictures","The Saint","118063304",2
"Paramount Pictures","Star Trek: Insurrection","118000000",2
"Paramount Pictures","Disturbia","117760134",2
"Paramount Pictures","10 Cloverfield Lane","108286421",2
"Paramount Pictures","Shaft","107196498",2
"Paramount Pictures","Along Came a Spider","105178561",2
"Paramount Pictures","Snake Eyes","103891409",2
"Paramount Pictures","The Stepford Wives","102000000",2
"Paramount Pictures","Enemy at the Gates","96976270",2
"Paramount Pictures","Star Trek VI: The Undiscovered Country","96900000",2
"Paramount Pictures","Star Trek II: The Wrath of Khan","96800000",2
"Paramount Pictures","Paycheck","96269812",2
"Paramount Pictures","The Manchurian Candidate","96105964",2
"Paramount Pictures","Shooter","95696996",2
"Paramount Pictures","Changing Lanes","94935764",2
"Paramount Pictures","Ben-Hur","94061311",2
"Paramount Pictures","The Fighter","93617009",2
"Paramount Pictures","Flashdance","92921203",2
"Paramount Pictures","Four Brothers","92374674",2
"Paramount Pictures","Trading Places","90400000",2
"Paramount Pictures","Failure to Launch","88715192",2
"Paramount Pictures","Star Trek III: The Search for Spock","87000000",2
"Paramount Pictures","The Naked Gun 2½: The Smell of Fear","86930411",2
"Paramount Pictures","Dinner for Schmucks","86387857",2
"Paramount Pictures","Pain & Gain","86175291",2
"Paramount Pictures","Rat Race","85498534",2
"Paramount Pictures","Zodiac","84785914",2
"Paramount Pictures","Airplane!","83453539",2
"Paramount Pictures","Nacho Libre","80197993",2
"Paramount Pictures","Footloose","80035402",2
"Paramount Pictures","The Golden Child","79817939",2
"Paramount Pictures","Coach Carter","76669806",2
"Paramount Pictures","The Untouchables","76270454",2
"Paramount Pictures","The Core","74208267",2
"Paramount Pictures","Barnyard","72779000",2
"Paramount Pictures","Jackass Number Two","72778712",2
"Paramount Pictures","The Score","71069884",2
"Paramount Pictures","Star Trek V: The Final Frontier","70200000",2
"Paramount Pictures","Boomerang","70100000",2
"Paramount Pictures","Without a Paddle","69631118",3
"Paramount Pictures","13 Hours: The Secret Soldiers of Benghazi","69411370",3
"Paramount Pictures","Witness","68706993",3
"Paramount Pictures","Star Trek: Nemesis","67312826",3
"Paramount Pictures","Jackass: The Movie","64282312",3
"Paramount Pictures","Crossroads","61141030",3
"Paramount Pictures","Zoolander","60780981",3
"Paramount Pictures","Kiss the Girls","60527873",3
"Paramount Pictures","Scrooged","60328000",3
"Paramount Pictures","Sliding Doors","58000000",3
"Paramount Pictures","Sky Captain and the World of Tomorrow","57958696",3
"Paramount Pictures","Pet Sematary","57469467",3
"Paramount Pictures","A Civil Action","56702901",3
"Paramount Pictures","Extremely Loud & Incredibly Close","55247881",3
"Paramount Pictures","Domestic Disturbance","54249294",3
"Paramount Pictures","Prophecy","54000000",3
"Paramount Pictures","Æon Flux","52304001",3
"Paramount Pictures","Elizabethtown","52034889",3
"Paramount Pictures","The Naked Gun 33⅓: The Final Insult","51132598",3
"Paramount Pictures","Team America: World Police","50907422",3
"Paramount Pictures","Jack Ryan: Shadow Recruit","50549107",3
"Paramount Pictures","Breakdown","50159144",3
"Paramount Pictures","Major League","49797148",3
"Paramount Pictures","The Godfather: Part II","47542841",3
"Paramount Pictures","Get Rich or Die Tryin'","46442528",3
"Paramount Pictures","Napoleon Dynamite","46118097",3
"Paramount Pictures","The Rainmaker","45916769",3
"Paramount Pictures","Black Rain","45892212",3
"Paramount Pictures","Escape from Alcatraz","43000000",3
"Paramount Pictures","Escape from L.A.","42277365",3
"Paramount Pictures","The Guilt Trip","41863726",3
"Paramount Pictures","The Love Guru","41819064",3
"Paramount Pictures","The Hours","41597830",3
"Paramount Pictures","Hardball","40222729",3
"Paramount Pictures","The Gambler","39171130",3
"Paramount Pictures","Clockstoppers","38793283",3
"Paramount Pictures","Last Holiday","38399961",3
"Paramount Pictures","Alive","36733909",3
"Paramount Pictures","Friday the 13th Part III","36690067",3
"Paramount Pictures","The Greatest Show on Earth","36000000",3
"Paramount Pictures","The Bad News Bears","35323292",3
"Paramount Pictures","K-19: The Widowmaker","35168966",3
"Paramount Pictures","The Relic","33956608",3
"Paramount Pictures","Rosemary's Baby","33395426",3
"Paramount Pictures","Friday the 13th: The Final Chapter","32980880",3
"Paramount Pictures","Katy Perry: Part of Me","32726956",3
"Paramount Pictures","Project Almanac","32248241",3
"Paramount Pictures","Psycho","32000000",3
"Paramount Pictures","Paint Your Wagon","31678778",3
"Paramount Pictures","A Night at the Roxbury","30331165",3
