"company_name","movie_title","revenue","revenue_quartile"
"Paramount Pictures","What's Eating Gilbert Grape","30000000",3
"Paramount Pictures","The Four Feathers","29882645",3
"Paramount Pictures","The Out-of-Towners","29000000",3
"Paramount Pictures","Event Horizon","26673242",3
"Paramount Pictures","Top Five","25434291",3
"Paramount Pictures","Catch-22","24911670",3
"Paramount Pictures","The Next Best Thing","24362772",3
"Paramount Pictures","Virtuosity","24048000",3
"Paramount Pictures","Young Adult","22939027",3
"Paramount Pictures","A Thousand Words","22044277",3
"Paramount Pictures","Friday the 13th: A New Beginning","21930418",3
"Paramount Pictures","Friday the 13th Part 2","21722776",3
"Paramount Pictures","The Dead Zone","20766616",3
"Paramount Pictures","Reno 911!: Miami","20342161",3
"Paramount Pictures","Hard Rain","19870567",3
"Paramount Pictures","Vampire in Brooklyn","19800000",3
"Paramount Pictures","Timeline","19480739",3
"Paramount Pictures","Friday the 13th Part VI: Jason Lives","19472057",3
"Paramount Pictures","Friday the 13th Part VII: The New Blood","19170001",3
"Paramount Pictures","Home for the Holidays","17519169",3
"Paramount Pictures","The Phantom","17300889",3
"Paramount Pictures","Serving Sara","16930185",4
"Paramount Pictures","Hot Rod","14334401",4
"Paramount Pictures","Dragonslayer","14110013",4
"Paramount Pictures","Friday the 13th Part VIII: Jason Takes Manhattan","14000000",4
"Paramount Pictures","Alfie","13395939",4
"Paramount Pictures","Suspect Zero","13000000",4
"Paramount Pictures","Narc","12633747",4
"Paramount Pictures","The Weather Man","12482775",4
"Paramount Pictures","Hot Tub Time Machine 2","12314651",4
"Paramount Pictures","Sorcerer","12000000",4
"Paramount Pictures","Fun Size","11417362",4
"Paramount Pictures","Stop-Loss","11207130",4
"Paramount Pictures","Extreme Ops","10959475",4
"Paramount Pictures","Abandon","10719357",4
"Paramount Pictures","Hud","10000000",4
"Paramount Pictures","Jade","9851610",4
"Paramount Pictures","The Man Who Shot Liberty Valance","8000000",4
"Paramount Pictures","Tupac: Resurrection","7808524",4
"Paramount Pictures","The Trouble with Harry","7000000",4
"Paramount Pictures","200 Cigarettes","6852450",4
"Paramount Pictures","Against the Ropes","6614280",4
"Paramount Pictures","Donovan's Reef","6600000",4
"Paramount Pictures","Strange Wilderness","6575282",4
"Paramount Pictures","Switchback","6482195",4
"Paramount Pictures","C'era una volta il West","5321508",4
"Paramount Pictures","The Fall of the Roman Empire","4750000",4
"Paramount Pictures","The Conversation","4420000",4
"Paramount Pictures","Willy Wonka & the Chocolate Factory","4000000",4
"Paramount Pictures","Waterloo","3052000",4
"Paramount Pictures","Barbarella","2500000",4
"Paramount Pictures","The Molly Maguires","2200000",4
"Paramount Pictures","She Done Him Wrong","2200000",4
"Paramount Pictures","Marci X","1675706",4
"Paramount Pictures","Metropolis","650422",4
"Paramount Pictures","Rugrats in Paris: The Movie","103",4
"Paramount Pictures","A Farewell to Arms","25",4
"Paramount Pictures","Angela's Ashes","13",4
"Paramount Pictures","Darling Lili","0",4
"Paramount Pictures","Il conformista","0",4
"Paramount Pictures","Flight of the Intruder","0",4
"Paramount Pictures","In & Out","0",4
"Paramount Pictures","Mommie Dearest","0",4
"Paramount Pictures","April Fool's Day","0",4
"Paramount Pictures","A Simple Plan","0",4
"Paramount Pictures","The Prince & Me","0",4
"Paramount Pictures","Young Sherlock Holmes","0",4
"Paramount Pictures","Eye for an Eye","0",4
"Paramount Pictures","Days of Heaven","0",4
"Paramount Pictures","Beavis and Butt-Head Do America","0",4
"Paramount Pictures","Ordinary People","0",4
"Paramount Pictures","The Wild Thornberrys Movie","0",4
"Paramount Pictures","Election","0",4
"Paramount Pictures","Harriet the Spy","0",4
"Paramount Pictures","South Park: Bigger, Longer & Uncut","0",4
"Paramount Pictures","The Indian in the Cupboard","0",4
"Paramount Pictures","Bless the Child","0",4
"Paramount Pictures","We're No Angels","0",4
"Paramount Pictures","Hey Arnold! The Movie","0",4
"Paramount Pictures","Dead Man on Campus","0",4
"Paramount Pictures","Snow Day","0",4
"Paramount Pictures","Imagine That","0",4
"Paramount Pictures","Dickie Roberts: Former Child Star","0",4
"Paramount Pictures","Down to Earth","0",4
"Paramount Pictures","Varsity Blues","0",4
"Paramount Pictures","Thinner","0",4
"Paramount Pictures","Wonder Boys","0",4
"Paramount Pictures","Drillbit Taylor","0",4
"Paramount Pictures","Clueless","0",4
"Paramount Pictures","Dance Flick","0",4
"Paramount Pictures","Bringing Out the Dead","0",4
"Paramount Pictures","Lucky Numbers","0",4
"Paramount Vantage","No Country for Old Men","171600000",1
"Paramount Vantage","Babel","135330182",1
"Paramount Vantage","There Will Be Blood","77208711",1
"Paramount Vantage","The Eye","56309766",1
"Paramount Vantage","Into the Wild","56255142",2
"Paramount Vantage","Case 39","29000000",2
"Paramount Vantage","A Mighty Heart","18928871",2
"Paramount Vantage","Nebraska","17654912",3
"Paramount Vantage","Capitalism: A Love Story","17436509",3
"Paramount Vantage","Carriers","5802422",3
"Paramount Vantage","Like Crazy","3542353",4
"Paramount Vantage","The Goods: Live Hard, Sell Hard","0",4
"Paramount Vantage","The Duchess","0",4
"Pariah","Zombieland","102391382",1
"Pariah","My Super Ex-Girlfriend","60896147",2
"Pariah","Ghost Town","0",3
"Pariah Entertainment Group","Secret Window","92913171",1
"Pariah Entertainment Group","Premium Rush","31083599",2
"Park Ex Pictures","Bon Cop Bad Cop","12671300",1
"Park Films","Tin Can Man","0",1
"Park Lane Productions","Brave New Girl","0",1
"Park Pictures","Robot & Frank","3325038",1
"Park Road Post","The World's Fastest Indian","0",1
"Parker Film Company","The Californians","0",1
"Parkes/MacDonald Productions","Men in Black 3","624026776",1
"Parkes/MacDonald Productions","Catch Me If You Can","352114312",1
"Parkes/MacDonald Productions","The Terminal","219417255",2
"Parkes/MacDonald Productions","Collateral","217764291",2
"Parkes/MacDonald Productions","The Island","162949164",3
"Parkes/MacDonald Productions","Flight","161772375",3
"Parkes/MacDonald Productions","Dinner for Schmucks","86387857",4
"Parkes+MacDonald Image Nation","Men in Black","589390539",1
"Parkes+MacDonald Image Nation","Men in Black II","441818803",2
"Parkes+MacDonald Image Nation","The Ring Two","161451538",3
"Parkes+MacDonald Image Nation","The Tuxedo","0",4
"Parkside Pictures","Shark Lake","0",1
"Parkway Pictures (I)","Cinderella Man","108539911",1
"Parkway Productions","A League of Their Own","107458785",1
"Parkwood Entertainment","Cadillac Records","0",1
"Parlay Films","Arbitrage","35485056",1
"Parnassus Productions","The Imaginarium of Doctor Parnassus","64352607",1
"Participant Media","Lincoln","275293450",1
"Participant Media","Bridge of Spies","165478348",1
"Participant Media","Contagion","137551594",1
"Participant Media","The Best Exotic Marigold Hotel","136836156",1
"Participant Media","Syriana","94000000",1
"Participant Media","The Hundred-Foot Journey","88880821",1
"Participant Media","Spotlight","88346473",2
"Participant Media","The Second Best Exotic Marigold Hotel","85978266",2
"Participant Media","The Kite Runner","73276047",2
"Participant Media","The Crazies","54956140",2
"Participant Media","An Inconvenient Truth","46243000",2
"Participant Media","Snitch","42930462",2
"Participant Media","Furry Vengeance","39340177",3
"Participant Media","The Informant!","35424826",3
"Participant Media","The Soloist","31720158",3
"Participant Media","North Country","25224242",3
"Participant Media","Fair Game","24188922",3
"Participant Media","Oceans","19406406",3
"Participant Media","A Most Violent Year","12007070",4
"Participant Media","The Fifth Estate","8555008",4
"Participant Media","Promised Land","8138788",4
"Participant Media","Our Brand Is Crisis","7002261",4
"Participant Media","The Beaver","970816",4
"Participant Media","Out of the Dark","0",4
"Participant Productions","The Help","124272124",1
"Participant Productions","Charlie Wilson's War","119000410",2
"Participant Productions","Good Night, and Good Luck.","54600000",3
"Partition Films%2C Inc.","Partition","0",1
"Partizan","Be Kind Rewind","0",1
"Partnership Pictures","Red Tails","50365377",1
"Parts and Labor","The Witch","40423945",1
"Parts and Labor","Beginners","5332926",2
"Pascal Pictures","Ghostbusters","229147509",1
"Passion Pictures","In the Shadow of the Moon","0",1
"Patagonik Film Group","Nueve Reinas","0",1
"Patalex III Productions Limited","Batman Begins","374218673",1
"Patalex IV Productions Limited","Harry Potter and the Goblet of Fire","895921036",1
"Patalex Productions","Corpse Bride","117195061",1
"Patalex Productions","Alfie","13395939",2
"Patalex V Productions Limited","Derailed","57479076",1
"Patchwork Productions","Containment","0",1
"Pathe","Deux frères","62172050",1
"Pathe","Mandela: Long Walk to Freedom","27330000",2
"Pathe","Chéri","9366227",3
"Pathe","Quigley Down Under","0",4
"Pathe Productions","In the Cut","23",1
"Pathu00e9","Chicken Run","224834564",1
"Pathu00e9","The Iron Lady","114956699",1
"Pathu00e9","Philomena","100129872",1
"Pathu00e9","Selma","66787908",2
"Pathu00e9","Florence Foster Jenkins","48902953",2
"Pathu00e9","127 Hours","35692920",2
"Pathu00e9","Trance","24261569",3
"Pathu00e9","La grande bellezza","8371085",3
"Pathu00e9","Loin des hommes","0",3
"Pathu00e9","The Descent","0",4
"Pathu00e9","Zulu","0",4
"Pathu00e9","The Duchess","0",4
"Pathu00e9 Distribution","The Wind That Shakes the Barley","22889018",1
"Pathu00e9 Distribution","Son of the Mask","0",2
"Pathu00e9 Films","Oceans","19406406",1
"Pathu00e9 Films","Pourquoi j'ai pas mangé mon père","0",2
"Pathu00e9 Pictures International","The Queen","123384128",1
"Pathu00e9 Pictures International","K-PAX","50315140",1
"Pathu00e9 Pictures International","Centurion","6814789",2
"Pathu00e9 Pictures International","Dear Frankie","0",3
"Pathu00e9 Pictures International","The Claim","0",4
"Pathu00e9 Renn Productions","Alexander","167298192",1
"Pathu00e9 Renn Productions","Astérix aux Jeux Olympiques","132900000",1
"Pathu00e9 Renn Productions","The Queen","123384128",1
"Pathu00e9 Renn Productions","Deux frères","62172050",2
"Pathu00e9 Renn Productions","Bienvenue chez les ch'tis","53191886",2
"Pathu00e9 Renn Productions","Le scaphandre et le papillon","19777647",3
"Pathu00e9 Renn Productions","Chéri","9366227",3
"Pathu00e9 Renn Productions","Bright Star","4440055",4
"Pathu00e9 Renn Productions","Les Choristes","0",4
"Pathu00e9!","Somewhere","0",1
"Patrick Aiello Productions","Risen","46069568",1
"Patriot Pictures","I Am Wrath","0",1
"Paul Schiff Productions","Epic Movie","86865564",1
"Paul Schiff Productions","Solitary Man","5024782",1
"Paul Schiff Productions","PCU","4350774",2
"Paul Schiff Productions","My All American","0",3
"Paul Schiff Productions","Into the Grizzly Maze","0",4
"Pax Enterprises","In Cold Blood","13007551",1
"PBS","Touching the Void","13885802",1
"Peach Trees","Dredd","41037742",1
"PeaPie Films","Burnt","36606743",1
"PeaPie Films","Trash","0",2
"Pearl Street Films","Jason Bourne","415484914",1
"Pearl Street Films","Promised Land","8138788",2
"Pegaso Producciones","Blackthorn","623528",1
"Pegasus Film Partners","Black Rain","45892212",1
"Pegasus Motion Pictures","Z 風暴","0",1
"Peirce Pictures","Stop-Loss","11207130",1
"Pelican Point Media","Cabin Fever","0",1
"Pelican Productions LLC","Strange Wilderness","6575282",1
"Pellikola","By the Sea","3727746",1
"Pendle Mountain Productions","Seventh Son","114178613",1
"Peninsula Films","The Devil Wears Prada","326551094",1
"Peninsula Films","The Tourist","278731369",2
"Peninsula Films","Munich","130358911",3
"Penn Station Entertainment","What Happens in Vegas","170000000",1
"Penn Station Entertainment","The Crazies","54956140",2
"Perceval Pictures","Loin des hommes","0",1
"Perdido Prod.","Scoop","31584901",1
"Perdido Prod.","Anything Else","0",2
"Perdido Productions","Blue Jasmine","99206215",1
"Perdido Productions","To Rome with Love","73244881",2
"Perdido Productions","Whatever Works","35097815",3
"Peregrine","The Shining","44017374",1
"Peregrine","Barry Lyndon","20000000",2
"Perfect Game, The","The Perfect Game","3878993",1
"Perfect Storm Entertainment","Star Trek Beyond","343471816",1
"Perfect World (Beijing) Pictures Co.","Jason Bourne","415484914",1
"Perfect World Pictures","The Huntsman: Winter's War","164602163",1
"Perfect World Pictures","Neighbors 2: Sorority Rising","108758521",2
"Perfo Production","Julija in Alfa Romeo","0",1
"Perfume Films","Bronson","2260712",1
"Perlapartment Pictures","Eden","0",1
"Permut Presentations","Face/Off","245676146",1
"Perpetual Media Capital","Ironclad","0",1
"Persistent Entertainment","An Unfinished Life","18618284",1
"Persistent Entertainment","Southland Tales","374743",2
"Peter Frankfurt Productions","Blade: Trinity","128905366",1
"Peter Newman/Interal","The Game of Their Lives","0",1
"Peter V. Miller Investment Corp.","My Cousin Vinny","64088552",1
"Peters Entertainment","Wild Wild West","222104681",1
"Peters Entertainment","My Fellow Americans","0",2
"Phantom Four","The Unborn","76514050",1
"Phantom Four","The Birth of a Nation","15861566",2
"Phantom Four Films","The Forest","40055439",1
"Phase 1 Productions","Along Came a Spider","105178561",1
"Phase 4 Films","Tusk","1826705",1
"Phase 4 Films","Red State","1104682",2
"Phi Group","Incendies","7103838",1
"Phillybrook Films","Should've Been Romeo","0",1
"Phoenician Films","20 Dates","0",1
"Phoenix Film Investments","Ida","10700000",1
"Phoenix Film Poland","Ida","10700000",1
"Phoenix Pictures","Shutter Island","294804195",1
"Phoenix Pictures","The Thin Red Line","98126565",1
"Phoenix Pictures","The 6th Day","96085477",1
"Phoenix Pictures","Zodiac","84785914",1
"Phoenix Pictures","What to Expect When You're Expecting","79700000",1
"Phoenix Pictures","Stealth","76932943",2
"Phoenix Pictures","Urban Legend","72527595",2
"Phoenix Pictures","License to Wed","69307224",2
"Phoenix Pictures","Lake Placid","56870414",2
"Phoenix Pictures","Donnie Brasco","41954997",3
"Phoenix Pictures","Urban Legends: Final Cut","38574362",3
"Phoenix Pictures","The 33","24902723",3
"Phoenix Pictures","Sparkle","24637469",3
"Phoenix Pictures","All the King's Men","9450897",4
"Phoenix Pictures","The Mirror Has Two Faces","0",4
"Phoenix Pictures","Resurrecting the Champ","0",4
"Phoenix Pictures","Holes","0",4
"Phoenix Wiley","Tracker","0",1
"PIC Agency","LOL","0",1
"Picnic Basket","Yogi Bear","201584141",1
"Picture Machine","The Cold Light of Day","16863583",1
"Picture Perfect (I)","Killer Joe","3665069",1
"Picture Perfect Corporation","The Frozen Ground","5496951",1
"Picturehouse","Kit Kittredge: An American Girl","0",1
"Picturehouse Entertainment","Metallica: Through the Never","7972967",1
"Picturehouse Entertainment","A Prairie Home Companion","0",2
"Pictures in Paradise","Daybreakers","51416464",1
"Pictures in Paradise","The Railway Man","22309223",1
"Pictures in Paradise","The Proposition","5048693",2
"Pictures in Paradise","Triangle","0",3
"Pictures in Paradise","Bait","0",4
"Pierce/Williams Entertainment","Running Scared","9500000",1
"Pierce/Williams Entertainment","The Cooler","0",2
"Pikachu Project","Pokémon 3: The Movie","68411275",1
"Pikachu Project 2001","Pokémon 3: The Movie","68411275",1
"Pimlico Films","The Return of the Pink Panther","41833347",1
"Pin Hole Productions LLC","Alone With Her","10018",1
"Pine District Pictures","Frances Ha","4069826",1
"Pinema","No se Aceptan Devoluciones","99067206",1
